Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	regulation of autophagy of mitochondrion (GO:1903146)	3/27	1.809681e-04	1.407055e-02	0	0	3.147785e+01	2.712506e+02	USP36;FBXW7;HTT
GO_Biological_Process_2018	positive regulation of MAPK cascade (GO:0043410)	7/289	1.843737e-04	1.407055e-02	0	0	6.498913e+00	5.588120e+01	NRP1;FBXW7;ERBB4;PRKCA;CCL1;RAF1;TNFRSF1A
GO_Biological_Process_2018	positive regulation of phosphate metabolic process (GO:0045937)	3/28	2.020862e-04	1.407055e-02	0	0	3.021722e+01	2.570523e+02	NRP1;DSCAM;IFNG
GO_Biological_Process_2018	positive regulation of phosphorylation (GO:0042327)	6/208	2.136459e-04	1.407055e-02	0	0	7.705576e+00	6.512129e+01	NRP1;VAC14;PAK1;IFNG;DSCAM;ERBB4
GO_Biological_Process_2018	positive regulation of axon guidance (GO:1902669)	2/6	2.464338e-04	1.407055e-02	0	0	1.244625e+02	1.034086e+03	NRP1;DSCAM
GO_Biological_Process_2018	vocal learning (GO:0042297)	2/6	2.464338e-04	1.407055e-02	0	0	1.244625e+02	1.034086e+03	NRXN1;HTT
GO_Biological_Process_2018	imitative learning (GO:0098596)	2/6	2.464338e-04	1.407055e-02	0	0	1.244625e+02	1.034086e+03	NRXN1;HTT
GO_Biological_Process_2018	regulation of glial cell apoptotic process (GO:0034350)	2/6	2.464338e-04	1.407055e-02	0	0	1.244625e+02	1.034086e+03	PRKCH;PRKCA
GO_Biological_Process_2018	positive regulation of transferase activity (GO:0051347)	5/137	2.505533e-04	1.407055e-02	0	0	9.733373e+00	8.070756e+01	VAC14;FBXW7;ERBB4;MYC;UBE2N
GO_Biological_Process_2018	negative regulation of glial cell apoptotic process (GO:0034351)	2/7	3.440892e-04	1.835716e-02	0	0	9.956500e+01	7.939920e+02	PRKCH;PRKCA
GO_Biological_Process_2018	endothelial cell migration (GO:0043542)	3/35	3.954798e-04	2.009414e-02	0	0	2.359889e+01	1.849070e+02	DPP4;NRP1;LGALS8
GO_Biological_Process_2018	axon guidance (GO:0007411)	5/158	4.828359e-04	2.341754e-02	0	0	8.388507e+00	6.405324e+01	NRP1;NRXN1;NCAM1;PRKCA;FYN
GO_Biological_Process_2018	regulation of ERK1 and ERK2 cascade (GO:0070372)	6/247	5.341043e-04	2.473689e-02	0	0	6.445840e+00	4.856888e+01	NRP1;FBXW7;ERBB4;PRKCA;CCL1;RAF1
GO_Biological_Process_2018	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	5/163	5.564062e-04	2.473689e-02	0	0	8.120993e+00	6.085882e+01	MAP3K3;REL;UBE2N;IKBKE;TNFRSF1A
GO_Biological_Process_2018	postsynaptic density organization (GO:0097106)	2/9	5.867326e-04	2.504175e-02	0	0	7.111071e+01	5.291307e+02	NRXN1;TMEM108
GO_Biological_Process_2018	branching morphogenesis of an epithelial tube (GO:0048754)	3/43	7.283100e-04	2.787404e-02	0	0	1.887152e+01	1.363426e+02	NRP1;PAK1;MYC
GO_Biological_Process_2018	positive regulation of bone resorption (GO:0045780)	2/10	7.314649e-04	2.787404e-02	0	0	6.221875e+01	4.492481e+02	MC4R;PRKCA
GO_Biological_Process_2018	positive regulation of bone remodeling (GO:0046852)	2/10	7.314649e-04	2.787404e-02	0	0	6.221875e+01	4.492481e+02	MC4R;PRKCA
GO_Biological_Process_2018	protein autophosphorylation (GO:0046777)	5/175	7.671960e-04	2.822752e-02	0	0	7.543163e+00	5.410536e+01	MAP3K3;PAK1;ERBB4;ABL2;FYN
GO_Biological_Process_2018	regulation of cell proliferation (GO:0042127)	10/740	8.741456e-04	2.882954e-02	0	0	3.650685e+00	2.570909e+01	DPP4;PAK1;IFNG;ERBB4;MYC;ABL2;TNFRSF14;FYN;RAF1;TNFRSF1A
GO_Biological_Process_2018	regulation of cellular component movement (GO:0051270)	3/46	8.879690e-04	2.882954e-02	0	0	1.755225e+01	1.233322e+02	ERBB4;ABL2;RAF1
GO_Biological_Process_2018	regulation of DNA metabolic process (GO:0051052)	3/46	8.879690e-04	2.882954e-02	0	0	1.755225e+01	1.233322e+02	MYC;UBE2N;SMG6
GO_Biological_Process_2018	hepatocyte growth factor receptor signaling pathway (GO:0048012)	2/11	8.916352e-04	2.882954e-02	0	0	5.530278e+01	3.883612e+02	NRP1;PAK1
GO_Biological_Process_2018	peptidyl-tyrosine modification (GO:0018212)	3/51	1.200371e-03	3.707129e-02	0	0	1.571994e+01	1.057185e+02	ERBB4;ABL2;FYN
GO_Biological_Process_2018	cellular response to tumor necrosis factor (GO:0071356)	5/194	1.216022e-03	3.707129e-02	0	0	6.778327e+00	4.549729e+01	PSMA6;TNFRSF14;CCL1;FOXO3;TNFRSF1A
GO_Biological_Process_2018	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	4/116	1.326484e-03	3.871100e-02	0	0	9.068681e+00	6.008204e+01	NRP1;IFNG;ERBB4;TNFRSF1A
GO_Biological_Process_2018	positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	3/53	1.342368e-03	3.871100e-02	0	0	1.508962e+01	9.979249e+01	IFNG;ERBB4;TNFRSF1A
GO_Biological_Process_2018	cell morphogenesis involved in differentiation (GO:0000904)	3/54	1.417154e-03	3.979220e-02	0	0	1.479300e+01	9.702884e+01	NRP1;LAMA5;TBCD
GO_Biological_Process_2018	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	5/204	1.518422e-03	4.154248e-02	0	0	6.434445e+00	4.176008e+01	MAP3K3;REL;UBE2N;IKBKE;TNFRSF1A
GO_Biological_Process_2018	tumor necrosis factor-mediated signaling pathway (GO:0033209)	4/123	1.645878e-03	4.383000e-02	0	0	8.532213e+00	5.468706e+01	PSMA6;TNFRSF14;FOXO3;TNFRSF1A
GO_Biological_Process_2018	cellular sodium ion homeostasis (GO:0006883)	2/15	1.684189e-03	4.383000e-02	0	0	3.827885e+01	2.444667e+02	NEDD4L;ATP1B1
GO_Biological_Process_2018	positive regulation of cell proliferation (GO:0008284)	7/424	1.775925e-03	4.511694e-02	0	0	4.364732e+00	2.764374e+01	DPP4;MAP3K3;PAK1;PRKCH;IFNG;ERBB4;MYC
GO_Biological_Process_2018	negative regulation of response to stimulus (GO:0048585)	4/127	1.850570e-03	4.591995e-02	0	0	8.253075e+00	5.193051e+01	MAP3K3;ERBB4;UBASH3A;RAF1
GO_Biological_Process_2018	positive regulation of mitochondrion organization (GO:0010822)	4/128	1.904375e-03	4.618109e-02	0	0	8.186104e+00	5.127449e+01	USP36;FBXW7;FAM20B;HTT
GO_Biological_Process_2018	regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	3/61	2.014358e-03	4.776266e-02	0	0	1.300306e+01	8.071588e+01	IFNG;ERBB4;TNFRSF1A
GO_Biological_Process_2018	positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	2/17	2.169856e-03	4.823410e-02	0	0	3.317167e+01	2.034450e+02	HTT;ATP1B1
GO_Biological_Process_2018	platelet-derived growth factor receptor signaling pathway (GO:0048008)	2/17	2.169856e-03	4.823410e-02	0	0	3.317167e+01	2.034450e+02	NRP1;ABL2
GO_Biological_Process_2018	cellular monovalent inorganic cation homeostasis (GO:0030004)	2/17	2.169856e-03	4.823410e-02	0	0	3.317167e+01	2.034450e+02	NEDD4L;ATP1B1
GO_Biological_Process_2018	axonogenesis (GO:0007409)	5/223	2.240791e-03	4.879436e-02	0	0	5.867985e+00	3.580015e+01	NRP1;NRXN1;NCAM1;PRKCA;FYN
GO_Biological_Process_2018	positive regulation of JAK-STAT cascade (GO:0046427)	3/64	2.311464e-03	4.932665e-02	0	0	1.236169e+01	7.503392e+01	IFNG;ERBB4;TNFRSF1A
GO_Biological_Process_2018	negative regulation of cell adhesion (GO:0007162)	3/65	2.416201e-03	5.055072e-02	0	0	1.216170e+01	7.328103e+01	DSCAM;TBCD;KNG1
GO_Biological_Process_2018	cellular response to cytokine stimulus (GO:0071345)	7/456	2.671717e-03	5.362293e-02	0	0	4.047008e+00	2.397866e+01	LAMA5;MYC;IL2RB;CCL1;FYN;FOXO3;TNFRSF1A
GO_Biological_Process_2018	positive regulation of neuron apoptotic process (GO:0043525)	2/19	2.713813e-03	5.362293e-02	0	0	2.926618e+01	1.729456e+02	FBXW7;FOXO3
GO_Biological_Process_2018	positive regulation of axon extension (GO:0045773)	2/19	2.713813e-03	5.362293e-02	0	0	2.926618e+01	1.729456e+02	NRP1;DSCAM
GO_Biological_Process_2018	regulation of endothelial cell migration (GO:0010594)	3/69	2.864384e-03	5.556905e-02	0	0	1.142232e+01	6.688230e+01	NRP1;PRKCA;NR2F2
GO_Biological_Process_2018	peptidyl-serine phosphorylation (GO:0018105)	4/145	2.992488e-03	5.701759e-02	0	0	7.192944e+00	4.180287e+01	PRKCH;CSNK1A1;PRKCA;IKBKE
GO_Biological_Process_2018	regulation of peptide hormone secretion (GO:0090276)	3/73	3.360584e-03	6.063457e-02	0	0	1.076745e+01	6.132753e+01	DPP4;IFNG;PRKCA
GO_Biological_Process_2018	cellular response to interleukin-1 (GO:0071347)	4/150	3.379417e-03	6.063457e-02	0	0	6.944854e+00	3.951658e+01	MAP3K3;PSMA6;UBE2N;CCL1
GO_Biological_Process_2018	positive regulation of epithelial cell migration (GO:0010634)	3/74	3.492322e-03	6.063457e-02	0	0	1.061526e+01	6.005253e+01	NRP1;IFNG;PRKCA
GO_Biological_Process_2018	positive regulation of intracellular signal transduction (GO:1902533)	7/479	3.505772e-03	6.063457e-02	0	0	3.845254e+00	2.173855e+01	MAP3K3;ERBB4;REL;UBE2N;FYN;IKBKE;TNFRSF1A
GO_Biological_Process_2018	positive regulation of intracellular protein transport (GO:0090316)	4/152	3.543295e-03	6.063457e-02	0	0	6.850312e+00	3.865424e+01	USP36;FBXW7;FAM20B;FYN
GO_Biological_Process_2018	cellular response to nerve growth factor stimulus (GO:1990090)	2/22	3.636938e-03	6.063457e-02	0	0	2.487250e+01	1.396992e+02	TMEM108;WASF1
GO_Biological_Process_2018	regulation of DNA biosynthetic process (GO:2000278)	2/22	3.636938e-03	6.063457e-02	0	0	2.487250e+01	1.396992e+02	MYC;SMG6
GO_Biological_Process_2018	regulation of bone resorption (GO:0045124)	2/22	3.636938e-03	6.063457e-02	0	0	2.487250e+01	1.396992e+02	MC4R;PRKCA
GO_Biological_Process_2018	negative regulation of apoptotic process (GO:0043066)	7/485	3.752942e-03	6.160598e-02	0	0	3.795816e+00	2.120045e+01	PRKCH;ERBB4;MYC;IL2RB;RPS6KA1;PRKCA;RAF1
GO_Biological_Process_2018	regulation of axon extension involved in axon guidance (GO:0048841)	2/23	3.972755e-03	6.350811e-02	0	0	2.368690e+01	1.309482e+02	NRP1;DSCAM
GO_Biological_Process_2018	negative regulation of cell communication (GO:0010648)	3/78	4.050728e-03	6.350811e-02	0	0	1.004709e+01	5.534799e+01	ERBB4;UBASH3A;RAF1
GO_Biological_Process_2018	regulation of endothelial cell proliferation (GO:0001936)	3/79	4.198304e-03	6.350811e-02	0	0	9.914390e+00	5.426220e+01	NRP1;PRKCA;NR2F2
GO_Biological_Process_2018	peptidyl-tyrosine phosphorylation (GO:0018108)	3/79	4.198304e-03	6.350811e-02	0	0	9.914390e+00	5.426220e+01	ERBB4;ABL2;FYN
GO_Biological_Process_2018	protein localization to membrane (GO:0072657)	4/160	4.252898e-03	6.350811e-02	0	0	6.496384e+00	3.547126e+01	NRXN1;KCNIP4;ATP1B1;TNFRSF1A
GO_Biological_Process_2018	regulation of chromosome organization (GO:0033044)	2/24	4.322430e-03	6.350811e-02	0	0	2.260909e+01	1.230825e+02	MYC;SMG6
GO_Biological_Process_2018	ERBB signaling pathway (GO:0038127)	3/80	4.349113e-03	6.350811e-02	0	0	9.785139e+00	5.320947e+01	ERBB4;ABL2;PRKCA
GO_Biological_Process_2018	positive regulation of protein targeting to mitochondrion (GO:1903955)	3/81	4.503175e-03	6.350811e-02	0	0	9.659202e+00	5.218840e+01	USP36;FBXW7;FAM20B
GO_Biological_Process_2018	positive regulation of protein modification process (GO:0031401)	4/163	4.542032e-03	6.350811e-02	0	0	6.372843e+00	3.437754e+01	PAK1;IFNG;ERBB4;UBE2N
GO_Biological_Process_2018	T cell receptor signaling pathway (GO:0050852)	4/163	4.542032e-03	6.350811e-02	0	0	6.372843e+00	3.437754e+01	PSMA6;PAK1;UBE2N;FYN
GO_Biological_Process_2018	regulation of potassium ion transmembrane transporter activity (GO:1901016)	2/25	4.685848e-03	6.350811e-02	0	0	2.162500e+01	1.159794e+02	NEDD4L;ATP1B1
GO_Biological_Process_2018	regulation of telomere maintenance (GO:0032204)	2/25	4.685848e-03	6.350811e-02	0	0	2.162500e+01	1.159794e+02	MYC;SMG6
GO_Biological_Process_2018	modulation of excitatory postsynaptic potential (GO:0098815)	2/25	4.685848e-03	6.350811e-02	0	0	2.162500e+01	1.159794e+02	NRXN1;TMEM108
GO_Biological_Process_2018	negative regulation of signaling (GO:0023057)	3/83	4.821141e-03	6.350811e-02	0	0	9.416772e+00	5.023608e+01	ERBB4;UBASH3A;RAF1
GO_Biological_Process_2018	positive regulation of peptidyl-serine phosphorylation (GO:0033138)	3/83	4.821141e-03	6.350811e-02	0	0	9.416772e+00	5.023608e+01	PAK1;IFNG;RAF1
GO_Biological_Process_2018	positive regulation of homeostatic process (GO:0032846)	3/83	4.821141e-03	6.350811e-02	0	0	9.416772e+00	5.023608e+01	MC4R;PRKCA;FOXO3
GO_Biological_Process_2018	sodium ion homeostasis (GO:0055078)	2/26	5.062892e-03	6.587934e-02	0	0	2.072292e+01	1.095376e+02	NEDD4L;ATP1B1
GO_Biological_Process_2018	peptidyl-serine modification (GO:0018209)	4/170	5.267602e-03	6.771724e-02	0	0	6.101946e+00	3.201191e+01	PRKCH;CSNK1A1;PRKCA;IKBKE
GO_Biological_Process_2018	positive regulation of cellular component biogenesis (GO:0044089)	3/87	5.496982e-03	6.982476e-02	0	0	8.966546e+00	4.665793e+01	IFNG;NRXN1;PRKCA
GO_Biological_Process_2018	regulation of protein targeting to mitochondrion (GO:1903214)	3/88	5.674366e-03	7.102098e-02	0	0	8.860611e+00	4.582527e+01	USP36;FBXW7;FAM20B
GO_Biological_Process_2018	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	6/396	5.737644e-03	7.102098e-02	0	0	3.953036e+00	2.040046e+01	NRP1;PAK1;ERBB4;HNRNPF;ABL2;FYN
GO_Biological_Process_2018	neuron projection extension (GO:1990138)	2/28	5.857400e-03	7.102098e-02	0	0	1.912692e+01	9.831333e+01	NRP1;TMEM108
GO_Biological_Process_2018	neural crest cell migration (GO:0001755)	2/28	5.857400e-03	7.102098e-02	0	0	1.912692e+01	9.831333e+01	NRP1;ERBB4
GO_Biological_Process_2018	negative regulation of transcription, DNA-templated (GO:0045892)	9/813	5.997194e-03	7.189895e-02	0	0	2.930996e+00	1.499633e+01	ATF7IP;IFNG;CCDC85B;MYC;REL;NEDD4L;NR2F2;FOXO3;PEX14
GO_Biological_Process_2018	negative regulation of cellular process (GO:0048523)	7/534	6.300980e-03	7.470162e-02	0	0	3.434206e+00	1.740130e+01	DSCAM;ERBB4;CCDC85B;MYC;NEDD4L;RAF1;KNG1
GO_Biological_Process_2018	regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	3/93	6.612700e-03	7.624736e-02	0	0	8.366245e+00	4.198820e+01	MYC;RPS6KA1;RAF1
GO_Biological_Process_2018	regulation of actin cytoskeleton reorganization (GO:2000249)	2/30	6.705042e-03	7.624736e-02	0	0	1.775893e+01	8.888158e+01	NRP1;ABL2
GO_Biological_Process_2018	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	2/30	6.705042e-03	7.624736e-02	0	0	1.775893e+01	8.888158e+01	MAP3K3;MEOX2
GO_Biological_Process_2018	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	5/291	6.909480e-03	7.624736e-02	0	0	4.457361e+00	2.217475e+01	PSMA6;UBXN11;FBXW7;CSNK1A1;NEDD4L
GO_Biological_Process_2018	positive regulation of protein phosphorylation (GO:0001934)	6/412	6.922141e-03	7.624736e-02	0	0	3.794141e+00	1.886838e+01	NRP1;PAK1;IFNG;ERBB4;RAF1;TNFRSF1A
GO_Biological_Process_2018	positive regulation of protein localization to membrane (GO:1905477)	3/95	7.012332e-03	7.624736e-02	0	0	8.183544e+00	4.059108e+01	PRKCH;IFNG;FYN
GO_Biological_Process_2018	interleukin-1-mediated signaling pathway (GO:0070498)	3/95	7.012332e-03	7.624736e-02	0	0	8.183544e+00	4.059108e+01	MAP3K3;PSMA6;UBE2N
GO_Biological_Process_2018	positive regulation of ubiquitin-protein transferase activity (GO:0051443)	2/31	7.148507e-03	7.624736e-02	0	0	1.714569e+01	8.471431e+01	FBXW7;UBE2N
GO_Biological_Process_2018	regulation of ubiquitin-protein transferase activity (GO:0051438)	2/31	7.148507e-03	7.624736e-02	0	0	1.714569e+01	8.471431e+01	FBXW7;UBE2N
GO_Biological_Process_2018	organelle transport along microtubule (GO:0072384)	2/31	7.148507e-03	7.624736e-02	0	0	1.714569e+01	8.471431e+01	HTT;PEX14
GO_Biological_Process_2018	cellular metal ion homeostasis (GO:0006875)	3/96	7.217417e-03	7.624736e-02	0	0	8.095141e+00	3.991923e+01	NEDD4L;CCL1;ATP1B1
GO_Biological_Process_2018	substrate adhesion-dependent cell spreading (GO:0034446)	2/32	7.604917e-03	7.688639e-02	0	0	1.657333e+01	8.086063e+01	NRP1;LAMA5
GO_Biological_Process_2018	regulation of potassium ion transmembrane transport (GO:1901379)	2/32	7.604917e-03	7.688639e-02	0	0	1.657333e+01	8.086063e+01	KCNIP4;NEDD4L
GO_Biological_Process_2018	positive regulation of myeloid leukocyte differentiation (GO:0002763)	2/32	7.604917e-03	7.688639e-02	0	0	1.657333e+01	8.086063e+01	IFNG;PRKCA
GO_Biological_Process_2018	regulation of insulin secretion (GO:0050796)	3/98	7.638198e-03	7.688639e-02	0	0	7.923917e+00	3.862588e+01	DPP4;IFNG;PRKCA
GO_Biological_Process_2018	histone modification (GO:0016570)	3/98	7.638198e-03	7.688639e-02	0	0	7.923917e+00	3.862588e+01	USP36;HLCS;UBE2N
GO_Biological_Process_2018	regulation of microtubule polymerization (GO:0031113)	2/35	9.050721e-03	9.025346e-02	0	0	1.506439e+01	7.087663e+01	PAK1;TBCD
GO_Biological_Process_2018	positive regulation of cellular component organization (GO:0051130)	3/106	9.464776e-03	9.111775e-02	0	0	7.305518e+00	3.404502e+01	IFNG;NRXN1;NEDD4L
GO_Biological_Process_2018	epithelial cell migration (GO:0010631)	2/36	9.557815e-03	9.111775e-02	0	0	1.462059e+01	6.799153e+01	DPP4;NRP1
GO_Biological_Process_2018	regulation of cell morphogenesis involved in differentiation (GO:0010769)	2/36	9.557815e-03	9.111775e-02	0	0	1.462059e+01	6.799153e+01	PAK1;NEDD4L
GO_Biological_Process_2018	regulation of response to DNA damage stimulus (GO:2001020)	2/36	9.557815e-03	9.111775e-02	0	0	1.462059e+01	6.799153e+01	MYC;UBE2N
GO_Biological_Process_2018	positive regulation of epithelial cell proliferation (GO:0050679)	3/107	9.709443e-03	9.111775e-02	0	0	7.234907e+00	3.353131e+01	NRP1;MYC;PRKCA
GO_Biological_Process_2018	regulation of protein secretion (GO:0050708)	3/107	9.709443e-03	9.111775e-02	0	0	7.234907e+00	3.353131e+01	DPP4;IFNG;PRKCA
GO_Biological_Process_2018	regulation of autophagy (GO:0010506)	4/203	9.735167e-03	9.111775e-02	0	0	5.081562e+00	2.353785e+01	USP36;IFNG;FBXW7;ABL2
GO_Biological_Process_2018	positive regulation of stress fiber assembly (GO:0051496)	2/37	1.007731e-02	9.190159e-02	0	0	1.420214e+01	6.529391e+01	NRP1;PAK1
GO_Biological_Process_2018	positive regulation of receptor activity (GO:2000273)	2/37	1.007731e-02	9.190159e-02	0	0	1.420214e+01	6.529391e+01	FBXW7;HTT
GO_Biological_Process_2018	positive regulation of multi-organism process (GO:0043902)	2/37	1.007731e-02	9.190159e-02	0	0	1.420214e+01	6.529391e+01	IFNG;PRKCA
GO_Biological_Process_2018	regulation of cell motility (GO:2000145)	3/109	1.020980e-02	9.232079e-02	0	0	7.097683e+00	3.253867e+01	ERBB4;ABL2;RAF1
GO_Biological_Process_2018	positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	3/110	1.046551e-02	9.355288e-02	0	0	7.030995e+00	3.205902e+01	USP36;FBXW7;FAM20B
GO_Biological_Process_2018	positive regulation of neuron death (GO:1901216)	2/38	1.060909e-02	9.355288e-02	0	0	1.380694e+01	6.276698e+01	FYN;FOXO3
GO_Biological_Process_2018	chemical homeostasis (GO:0048878)	2/38	1.060909e-02	9.355288e-02	0	0	1.380694e+01	6.276698e+01	FBXW7;NEDD4L
GO_Biological_Process_2018	regulation of RNA metabolic process (GO:0051252)	2/39	1.115306e-02	9.675049e-02	0	0	1.343311e+01	6.039581e+01	USP36;HNRNPF
GO_Biological_Process_2018	ERBB2 signaling pathway (GO:0038128)	2/39	1.115306e-02	9.675049e-02	0	0	1.343311e+01	6.039581e+01	ERBB4;PRKCA
GO_Biological_Process_2018	cellular response to interferon-gamma (GO:0071346)	3/116	1.207780e-02	1.039275e-01	0	0	6.655651e+00	2.939393e+01	IFNG;NCAM1;CCL1
GO_Biological_Process_2018	protein localization to cell periphery (GO:1990778)	3/117	1.235961e-02	1.055016e-01	0	0	6.596935e+00	2.898246e+01	KCNIP4;ATP1B1;TNFRSF1A
GO_Biological_Process_2018	viral process (GO:0016032)	4/220	1.277792e-02	1.069233e-01	0	0	4.677588e+00	2.039445e+01	RANBP2;NEDD4L;CCL1;FYN
GO_Biological_Process_2018	regulation of telomerase activity (GO:0051972)	2/42	1.285700e-02	1.069233e-01	0	0	1.242375e+01	5.409135e+01	MYC;SMG6
GO_Biological_Process_2018	regulation of phosphorylation (GO:0042325)	3/119	1.293451e-02	1.069233e-01	0	0	6.482540e+00	2.818515e+01	RANBP2;NRP1;DSCAM
GO_Biological_Process_2018	positive regulation of cell migration (GO:0030335)	4/221	1.297374e-02	1.069233e-01	0	0	4.655796e+00	2.022863e+01	NRP1;PAK1;IFNG;PRKCA
GO_Biological_Process_2018	ubiquitin-dependent protein catabolic process (GO:0006511)	5/341	1.310719e-02	1.069233e-01	0	0	3.784400e+00	1.640384e+01	RANBP2;PSMA6;UBXN11;CSNK1A1;NEDD4L
GO_Biological_Process_2018	enzyme linked receptor protein signaling pathway (GO:0007167)	3/120	1.322763e-02	1.069233e-01	0	0	6.426809e+00	2.779883e+01	ERBB4;ABL2;FYN
GO_Biological_Process_2018	macromolecular complex assembly (GO:0065003)	3/120	1.322763e-02	1.069233e-01	0	0	6.426809e+00	2.779883e+01	IL2RB;WASF1;PEX14
GO_Biological_Process_2018	positive regulation of protein localization to plasma membrane (GO:1903078)	2/43	1.344864e-02	1.076915e-01	0	0	1.212012e+01	5.222411e+01	PRKCH;IFNG
GO_Biological_Process_2018	regulation of cell differentiation (GO:0045595)	3/121	1.352452e-02	1.076915e-01	0	0	6.372023e+00	2.742041e+01	MEGF10;RPS6KA1;RAF1
GO_Biological_Process_2018	negative regulation of type I interferon production (GO:0032480)	2/44	1.405195e-02	1.086480e-01	0	0	1.183095e+01	5.045894e+01	REL;IKBKE
GO_Biological_Process_2018	mitotic nuclear envelope disassembly (GO:0007077)	2/44	1.405195e-02	1.086480e-01	0	0	1.183095e+01	5.045894e+01	RANBP2;PRKCA
GO_Biological_Process_2018	posttranscriptional regulation of gene expression (GO:0010608)	2/44	1.405195e-02	1.086480e-01	0	0	1.183095e+01	5.045894e+01	YTHDC1;FOXO3
GO_Biological_Process_2018	positive regulation of actin filament bundle assembly (GO:0032233)	2/44	1.405195e-02	1.086480e-01	0	0	1.183095e+01	5.045894e+01	NRP1;PAK1
GO_Biological_Process_2018	positive regulation of blood vessel endothelial cell migration (GO:0043536)	2/45	1.466681e-02	1.117820e-01	0	0	1.155523e+01	4.878814e+01	MAP3K3;PRKCA
GO_Biological_Process_2018	peptidyl-tyrosine autophosphorylation (GO:0038083)	2/45	1.466681e-02	1.117820e-01	0	0	1.155523e+01	4.878814e+01	ABL2;FYN
GO_Biological_Process_2018	apoptotic process (GO:0006915)	4/231	1.503808e-02	1.123211e-01	0	0	4.448436e+00	1.867084e+01	IFNG;MYC;RAF1;IFT57
GO_Biological_Process_2018	interleukin-12-mediated signaling pathway (GO:0035722)	2/46	1.529312e-02	1.123211e-01	0	0	1.129205e+01	4.720473e+01	IFNG;HNRNPF
GO_Biological_Process_2018	positive regulation of protein localization to cell periphery (GO:1904377)	2/46	1.529312e-02	1.123211e-01	0	0	1.129205e+01	4.720473e+01	PRKCH;IFNG
