Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	6/565	1.368386e-05	4.378837e-04	0	0	1.488960e+01	1.667530e+02	NCOR2;SMAD3;TBL1XR1;RBPJ;RREB1;SMAD7
GO_Biological_Process_2018	negative regulation of cellular response to transforming growth factor beta stimulus (GO:1903845)	3/53	1.940242e-05	5.820727e-04	0	0	7.034118e+01	7.632097e+02	SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	3/55	2.170129e-05	6.127423e-04	0	0	6.762896e+01	7.262092e+02	SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	ventricular trabecula myocardium morphogenesis (GO:0003222)	2/8	2.650430e-05	7.067813e-04	0	0	3.698889e+02	3.897964e+03	RBPJ;TGFBR1
GO_Biological_Process_2018	regulation of epithelial to mesenchymal transition (GO:0010717)	3/68	4.111339e-05	1.038654e-03	0	0	5.406787e+01	5.460410e+02	SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	3/77	5.966646e-05	1.405536e-03	0	0	4.747059e+01	4.617341e+02	SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	positive regulation of SMAD protein import into nucleus (GO:0060391)	2/12	6.232516e-05	1.405536e-03	0	0	2.218889e+02	2.148582e+03	SMAD3;TGFBR1
GO_Biological_Process_2018	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	3/79	6.442042e-05	1.405536e-03	0	0	4.621672e+01	4.459950e+02	SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	3/82	7.200615e-05	1.472259e-03	0	0	4.445495e+01	4.240451e+02	SMAD3;RBPJ;TGFBR1
GO_Biological_Process_2018	pathway-restricted SMAD protein phosphorylation (GO:0060389)	2/13	7.361293e-05	1.472259e-03	0	0	2.017071e+02	1.919584e+03	TGFBR1;SMAD7
GO_Biological_Process_2018	protein deubiquitination (GO:0016579)	4/257	1.097355e-04	1.927794e-03	0	0	1.949308e+01	1.777270e+02	NFKBIA;SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	regulation of SMAD protein import into nucleus (GO:0060390)	2/16	1.130474e-04	1.927794e-03	0	0	1.584603e+02	1.440040e+03	SMAD3;TGFBR1
GO_Biological_Process_2018	cardiac epithelial to mesenchymal transition (GO:0060317)	2/16	1.130474e-04	1.927794e-03	0	0	1.584603e+02	1.440040e+03	RBPJ;TGFBR1
GO_Biological_Process_2018	artery development (GO:0060840)	2/16	1.130474e-04	1.927794e-03	0	0	1.584603e+02	1.440040e+03	TGFBR1;SMAD7
GO_Biological_Process_2018	protein modification by small protein removal (GO:0070646)	4/261	1.164709e-04	1.927794e-03	0	0	1.918580e+01	1.737825e+02	NFKBIA;SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	cellular response to transforming growth factor beta stimulus (GO:0071560)	3/100	1.299750e-04	2.079599e-03	0	0	3.617283e+01	3.236806e+02	SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	regulation of cardiac muscle cell proliferation (GO:0060043)	2/18	1.439629e-04	2.094006e-03	0	0	1.386389e+02	1.226393e+03	RBPJ;TGFBR1
GO_Biological_Process_2018	heart trabecula morphogenesis (GO:0061384)	2/18	1.439629e-04	2.094006e-03	0	0	1.386389e+02	1.226393e+03	RBPJ;TGFBR1
GO_Biological_Process_2018	regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	2/18	1.439629e-04	2.094006e-03	0	0	1.386389e+02	1.226393e+03	SMAD3;SMAD7
GO_Biological_Process_2018	activin receptor signaling pathway (GO:0032924)	2/19	1.608034e-04	2.270166e-03	0	0	1.304771e+02	1.139760e+03	SMAD3;TGFBR1
GO_Biological_Process_2018	positive regulation of developmental process (GO:0051094)	3/113	1.866463e-04	2.559721e-03	0	0	3.187701e+01	2.737054e+02	RBPJ;PLCB1;RREB1
GO_Biological_Process_2018	ventricular septum morphogenesis (GO:0060412)	2/21	1.972414e-04	2.629886e-03	0	0	1.167310e+02	9.958417e+02	TGFBR1;SMAD7
GO_Biological_Process_2018	regulation of cell differentiation (GO:0045595)	3/121	2.284016e-04	2.963047e-03	0	0	2.970389e+01	2.490494e+02	TGFBR1;RUNX1;SMAD7
GO_Biological_Process_2018	regulation of NF-kappaB import into nucleus (GO:0042345)	2/26	3.043416e-04	3.844315e-03	0	0	9.238889e+01	7.481061e+02	NFKBIA;BCL3
GO_Biological_Process_2018	cellular response to growth factor stimulus (GO:0071363)	3/139	3.434136e-04	4.139108e-03	0	0	2.574913e+01	2.053899e+02	SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	ventricular septum development (GO:0003281)	2/28	3.535488e-04	4.139108e-03	0	0	8.527350e+01	6.777102e+02	TGFBR1;SMAD7
GO_Biological_Process_2018	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)	2/28	3.535488e-04	4.139108e-03	0	0	8.527350e+01	6.777102e+02	SMAD3;SMAD7
GO_Biological_Process_2018	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	3/144	3.808956e-04	4.353092e-03	0	0	2.482979e+01	1.954845e+02	SMAD3;TGFBR1;SMAD7
GO_Biological_Process_2018	artery morphogenesis (GO:0048844)	2/30	4.063745e-04	4.536273e-03	0	0	7.917460e+01	6.182139e+02	TGFBR1;SMAD7
GO_Biological_Process_2018	epithelial to mesenchymal transition (GO:0001837)	2/37	6.195695e-04	6.758940e-03	0	0	6.331746e+01	4.676935e+02	RBPJ;TGFBR1
GO_Biological_Process_2018	positive regulation of epithelial to mesenchymal transition (GO:0010718)	2/40	7.243191e-04	7.726070e-03	0	0	5.830994e+01	4.215971e+02	SMAD3;TGFBR1
GO_Biological_Process_2018	mesenchymal cell differentiation (GO:0048762)	2/41	7.610076e-04	7.940949e-03	0	0	5.681197e+01	4.079592e+02	RBPJ;TGFBR1
GO_Biological_Process_2018	cardiac ventricle morphogenesis (GO:0003208)	2/43	8.370330e-04	8.370330e-03	0	0	5.403523e+01	3.828746e+02	RBPJ;SMAD7
GO_Biological_Process_2018	regulation of multicellular organismal development (GO:2000026)	2/43	8.370330e-04	8.370330e-03	0	0	5.403523e+01	3.828746e+02	TGFBR1;SMAD7
GO_Biological_Process_2018	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	3/204	1.048794e-03	1.027390e-02	0	0	1.736523e+01	1.191275e+02	NFKBIA;NEK6;BCL3
GO_Biological_Process_2018	wound healing (GO:0042060)	2/50	1.130759e-03	1.085529e-02	0	0	4.613889e+01	3.130462e+02	SMAD3;TGFBR1
GO_Biological_Process_2018	regulation of DNA binding (GO:0051101)	2/52	1.222524e-03	1.150611e-02	0	0	4.428889e+01	2.970384e+02	NFKBIA;BCL3
GO_Biological_Process_2018	positive regulation of protein import into nucleus (GO:0042307)	2/53	1.269705e-03	1.172036e-02	0	0	4.341830e+01	2.895554e+02	SMAD3;TGFBR1
GO_Biological_Process_2018	regulation of BMP signaling pathway (GO:0030510)	2/56	1.416427e-03	1.282802e-02	0	0	4.100000e+01	2.689443e+02	RBPJ;SMAD7
GO_Biological_Process_2018	I-kappaB kinase/NF-kappaB signaling (GO:0007249)	2/57	1.467055e-03	1.304049e-02	0	0	4.025253e+01	2.626275e+02	NFKBIA;BCL3
GO_Biological_Process_2018	regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	2/59	1.570881e-03	1.370951e-02	0	0	3.883626e+01	2.507315e+02	TGFBR1;SMAD7
GO_Biological_Process_2018	positive regulation of growth (GO:0045927)	2/71	2.265166e-03	1.941571e-02	0	0	3.206280e+01	1.952659e+02	PLCB1;TGFBR1
GO_Biological_Process_2018	transforming growth factor beta receptor signaling pathway (GO:0007179)	2/76	2.590114e-03	2.181149e-02	0	0	2.988889e+01	1.780198e+02	SMAD3;TGFBR1
GO_Biological_Process_2018	regulation of nucleic acid-templated transcription (GO:1903506)	4/607	2.762903e-03	2.286540e-02	0	0	8.033582e+00	4.732964e+01	SMARCE1;AHR;RREB1;TGFBR1
GO_Biological_Process_2018	regulation of gene expression (GO:0010468)	5/1037	2.995424e-03	2.436955e-02	0	0	6.120155e+00	3.556220e+01	SMARCE1;SMAD3;AHR;RREB1;TGFBR1
GO_Biological_Process_2018	regulation of cellular macromolecule biosynthetic process (GO:2000112)	4/631	3.178079e-03	2.542463e-02	0	0	7.716507e+00	4.438132e+01	SMARCE1;AHR;RREB1;TGFBR1
GO_Biological_Process_2018	regulation of JNK cascade (GO:0046328)	2/90	3.609434e-03	2.840210e-02	0	0	2.511616e+01	1.412584e+02	MECOM;PLCB1
GO_Biological_Process_2018	positive regulation of cellular protein metabolic process (GO:0032270)	2/91	3.688338e-03	2.855487e-02	0	0	2.483271e+01	1.391272e+02	NFKBIA;BCL3
GO_Biological_Process_2018	interleukin-1-mediated signaling pathway (GO:0070498)	2/95	4.011985e-03	3.056751e-02	0	0	2.375986e+01	1.311180e+02	NFKBIA;PLCB1
GO_Biological_Process_2018	regulation of lipid metabolic process (GO:0019216)	2/100	4.434500e-03	3.325875e-02	0	0	2.254195e+01	1.221400e+02	NCOR2;TBL1XR1
GO_Biological_Process_2018	regulation of protein ubiquitination (GO:0031396)	2/101	4.521382e-03	3.338866e-02	0	0	2.231313e+01	1.204672e+02	TGFBR1;SMAD7
GO_Biological_Process_2018	positive regulation of epithelial cell proliferation (GO:0050679)	2/107	5.059198e-03	3.647623e-02	0	0	2.103175e+01	1.111853e+02	RREB1;TGFBR1
GO_Biological_Process_2018	transcription, DNA-templated (GO:0006351)	3/356	5.091474e-03	3.647623e-02	0	0	9.811865e+00	5.180849e+01	BCL3;AHR;RREB1
GO_Biological_Process_2018	regulation of wound healing, spreading of epidermal cells (GO:1903689)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	RREB1
GO_Biological_Process_2018	regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905005)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	TGFBR1
GO_Biological_Process_2018	positive regulation of granulocyte differentiation (GO:0030854)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	RUNX1
GO_Biological_Process_2018	epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	RBPJ
GO_Biological_Process_2018	cellular response to cold (GO:0070417)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	NFKBIA
GO_Biological_Process_2018	regulation of transforming growth factor beta2 production (GO:0032909)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	SMAD3
GO_Biological_Process_2018	negative regulation of mononuclear cell migration (GO:0071676)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	PLCB1
GO_Biological_Process_2018	peripheral nervous system neuron development (GO:0048935)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	RUNX1
GO_Biological_Process_2018	ventricular compact myocardium morphogenesis (GO:0003223)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	TGFBR1
GO_Biological_Process_2018	negative regulation of cellular extravasation (GO:0002692)	1/6	5.985691e-03	3.731340e-02	0	0	2.102632e+02	1.076207e+03	PLCB1
GO_Biological_Process_2018	negative regulation of multicellular organismal process (GO:0051241)	2/125	6.839947e-03	3.764492e-02	0	0	1.793767e+01	8.941884e+01	RBPJ;SMAD7
GO_Biological_Process_2018	adherens junction assembly (GO:0034333)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	SMAD7
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation (GO:0003256)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	RBPJ
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter involved in heart development (GO:1901213)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	RBPJ
GO_Biological_Process_2018	negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	NCOR2
GO_Biological_Process_2018	negative regulation of T cell cytokine production (GO:0002725)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	SMAD7
GO_Biological_Process_2018	regulation of T-helper 17 type immune response (GO:2000316)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	SMAD7
GO_Biological_Process_2018	positive regulation of lamellipodium morphogenesis (GO:2000394)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	RREB1
GO_Biological_Process_2018	negative regulation of T cell mediated immunity (GO:0002710)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	SMAD7
GO_Biological_Process_2018	dorsal aorta development (GO:0035907)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	RBPJ
GO_Biological_Process_2018	cytoplasmic sequestering of NF-kappaB (GO:0007253)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	NFKBIA
GO_Biological_Process_2018	dorsal aorta morphogenesis (GO:0035912)	1/7	6.979996e-03	3.764492e-02	0	0	1.752105e+02	8.698689e+02	RBPJ
GO_Biological_Process_2018	negative regulation of programmed cell death (GO:0043069)	3/408	7.422761e-03	3.865870e-02	0	0	8.529412e+00	4.182145e+01	NFKBIA;MECOM;BCL3
GO_Biological_Process_2018	positive regulation of extracellular matrix assembly (GO:1901203)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	SMAD3
GO_Biological_Process_2018	nodal signaling pathway (GO:0038092)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	SMAD3
GO_Biological_Process_2018	cellular response to forskolin (GO:1904322)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	AHR
GO_Biological_Process_2018	SMAD protein complex assembly (GO:0007183)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	SMAD3
GO_Biological_Process_2018	regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	NEK6
GO_Biological_Process_2018	coronary vasculature morphogenesis (GO:0060977)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	TGFBR1
GO_Biological_Process_2018	negative regulation of T-helper cell differentiation (GO:0045623)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	SMAD7
GO_Biological_Process_2018	asymmetric protein localization (GO:0008105)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	PARD3B
GO_Biological_Process_2018	response to forskolin (GO:1904321)	1/8	7.973357e-03	3.865870e-02	0	0	1.501729e+02	7.255830e+02	AHR
GO_Biological_Process_2018	regulation of primary metabolic process (GO:0080090)	2/139	8.394293e-03	3.982899e-02	0	0	1.609327e+01	7.692909e+01	NCOR2;TBL1XR1
GO_Biological_Process_2018	neuron differentiation (GO:0030182)	2/139	8.394293e-03	3.982899e-02	0	0	1.609327e+01	7.692909e+01	TGFBR1;RUNX1
GO_Biological_Process_2018	negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	2/140	8.510867e-03	3.982899e-02	0	0	1.597585e+01	7.614745e+01	NFKBIA;SMAD7
GO_Biological_Process_2018	negative regulation of lipid localization (GO:1905953)	1/9	8.965773e-03	3.982899e-02	0	0	1.313947e+02	6.194396e+02	NFKBIA
GO_Biological_Process_2018	response to UV-C (GO:0010225)	1/9	8.965773e-03	3.982899e-02	0	0	1.313947e+02	6.194396e+02	BCL3
GO_Biological_Process_2018	Notch signaling involved in heart development (GO:0061314)	1/9	8.965773e-03	3.982899e-02	0	0	1.313947e+02	6.194396e+02	RBPJ
GO_Biological_Process_2018	negative regulation of transcription by competitive promoter binding (GO:0010944)	1/9	8.965773e-03	3.982899e-02	0	0	1.313947e+02	6.194396e+02	SMAD7
GO_Biological_Process_2018	peptidyl-serine phosphorylation (GO:0018105)	2/145	9.104693e-03	3.982899e-02	0	0	1.541336e+01	7.242686e+01	NEK6;TGFBR1
GO_Biological_Process_2018	cellular response to interleukin-1 (GO:0071347)	2/150	9.716646e-03	3.982899e-02	0	0	1.488889e+01	6.899384e+01	NFKBIA;PLCB1
GO_Biological_Process_2018	negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	SMAD7
GO_Biological_Process_2018	negative regulation of gene silencing by miRNA (GO:0060965)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	NCOR2
GO_Biological_Process_2018	positive regulation of fertilization (GO:1905516)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	PLCB1
GO_Biological_Process_2018	regulation of granulocyte differentiation (GO:0030852)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	RUNX1
GO_Biological_Process_2018	negative regulation of cytosolic calcium ion concentration (GO:0051481)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	SMAD3
GO_Biological_Process_2018	regulation of mammary gland epithelial cell proliferation (GO:0033599)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	RREB1
GO_Biological_Process_2018	primary miRNA processing (GO:0031053)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	SMAD3
GO_Biological_Process_2018	endothelial tube morphogenesis (GO:0061154)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	RBPJ
GO_Biological_Process_2018	response to laminar fluid shear stress (GO:0034616)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	SMAD7
GO_Biological_Process_2018	positive regulation of acrosome reaction (GO:2000344)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	PLCB1
GO_Biological_Process_2018	insulin-like growth factor receptor signaling pathway (GO:0048009)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	PLCB1
GO_Biological_Process_2018	regulation of transforming growth factor beta production (GO:0071634)	1/10	9.957248e-03	3.982899e-02	0	0	1.167895e+02	5.383358e+02	SMAD3
GO_Biological_Process_2018	positive regulation of cellular biosynthetic process (GO:0031328)	2/159	1.086328e-02	4.137744e-02	0	0	1.402902e+01	6.344436e+01	SMAD3;BCL3
GO_Biological_Process_2018	protein phosphorylation (GO:0006468)	3/470	1.091859e-02	4.137744e-02	0	0	7.373599e+00	3.330867e+01	NEK6;TGFBR1;SMAD7
GO_Biological_Process_2018	regulation of hemopoiesis (GO:1903706)	1/11	1.094778e-02	4.137744e-02	0	0	1.051053e+02	4.745102e+02	RUNX1
GO_Biological_Process_2018	regulation of lamellipodium morphogenesis (GO:2000392)	1/11	1.094778e-02	4.137744e-02	0	0	1.051053e+02	4.745102e+02	RREB1
GO_Biological_Process_2018	positive regulation of extracellular matrix organization (GO:1903055)	1/11	1.094778e-02	4.137744e-02	0	0	1.051053e+02	4.745102e+02	SMAD3
GO_Biological_Process_2018	positive regulation of glycoprotein biosynthetic process (GO:0010560)	1/11	1.094778e-02	4.137744e-02	0	0	1.051053e+02	4.745102e+02	PLCB1
GO_Biological_Process_2018	response to sterol (GO:0036314)	1/11	1.094778e-02	4.137744e-02	0	0	1.051053e+02	4.745102e+02	TGFBR1
GO_Biological_Process_2018	regulation of mitotic cell cycle (GO:0007346)	2/165	1.165951e-02	4.308674e-02	0	0	1.350852e+01	6.013497e+01	SMAD3;NEK6
GO_Biological_Process_2018	transcription from RNA polymerase II promoter (GO:0006366)	3/485	1.188612e-02	4.308674e-02	0	0	7.138638e+00	3.164119e+01	AHR;RBPJ;RREB1
GO_Biological_Process_2018	regulation of antigen receptor-mediated signaling pathway (GO:0050854)	1/12	1.193737e-02	4.308674e-02	0	0	9.554545e+01	4.230831e+02	RUNX1
GO_Biological_Process_2018	negative regulation of chondrocyte differentiation (GO:0032331)	1/12	1.193737e-02	4.308674e-02	0	0	9.554545e+01	4.230831e+02	TGFBR1
GO_Biological_Process_2018	regulation of interleukin-8 biosynthetic process (GO:0045414)	1/12	1.193737e-02	4.308674e-02	0	0	9.554545e+01	4.230831e+02	BCL3
GO_Biological_Process_2018	peptidyl-serine modification (GO:0018209)	2/170	1.234222e-02	4.308674e-02	0	0	1.310317e+01	5.758490e+01	NEK6;TGFBR1
GO_Biological_Process_2018	negative regulation of macrophage derived foam cell differentiation (GO:0010745)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	NFKBIA
GO_Biological_Process_2018	positive regulation of cardiac muscle cell proliferation (GO:0060045)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	RBPJ
GO_Biological_Process_2018	negative regulation of cartilage development (GO:0061037)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	TGFBR1
GO_Biological_Process_2018	negative regulation of ubiquitin-protein transferase activity (GO:0051444)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	SMAD7
GO_Biological_Process_2018	regulation of cell aging (GO:0090342)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	NEK6
GO_Biological_Process_2018	cellular response to interleukin-15 (GO:0071350)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	PLCB1
GO_Biological_Process_2018	regulation of T cell cytokine production (GO:0002724)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	SMAD7
GO_Biological_Process_2018	neuron fate commitment (GO:0048663)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	TGFBR1
GO_Biological_Process_2018	regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	NCOR2
GO_Biological_Process_2018	positive regulation of cholesterol efflux (GO:0010875)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	NFKBIA
GO_Biological_Process_2018	interleukin-15-mediated signaling pathway (GO:0035723)	1/13	1.292602e-02	4.308674e-02	0	0	8.757895e+01	3.808382e+02	PLCB1
GO_Biological_Process_2018	regulation of protein modification by small protein conjugation or removal (GO:1903320)	1/14	1.391373e-02	4.382438e-02	0	0	8.083806e+01	3.455729e+02	TGFBR1
GO_Biological_Process_2018	cell surface receptor signaling pathway involved in heart development (GO:0061311)	1/14	1.391373e-02	4.382438e-02	0	0	8.083806e+01	3.455729e+02	RBPJ
GO_Biological_Process_2018	thymus development (GO:0048538)	1/14	1.391373e-02	4.382438e-02	0	0	8.083806e+01	3.455729e+02	TGFBR1
GO_Biological_Process_2018	cardiac left ventricle morphogenesis (GO:0003214)	1/14	1.391373e-02	4.382438e-02	0	0	8.083806e+01	3.455729e+02	RBPJ
GO_Biological_Process_2018	positive regulation of myoblast differentiation (GO:0045663)	1/14	1.391373e-02	4.382438e-02	0	0	8.083806e+01	3.455729e+02	PLCB1
GO_Biological_Process_2018	regulation of activin receptor signaling pathway (GO:0032925)	1/14	1.391373e-02	4.382438e-02	0	0	8.083806e+01	3.455729e+02	SMAD7
GO_Biological_Process_2018	response to cholesterol (GO:0070723)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	TGFBR1
GO_Biological_Process_2018	regulation of mitotic sister chromatid separation (GO:0010965)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	NEK6
GO_Biological_Process_2018	regulation of lymphocyte proliferation (GO:0050670)	1/15	1.490050e-02	4.382438e-02	0	0	7.506015e+01	3.157300e+02	AHR
